,topic,quesiton
6127,Generate me a calculus question on Infinite_Sequences_and_Series,Write the Maclaurin series for sin x and determine its interval of convergence.
6128,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the alternating series ∑((-1)^n+1)/n from n=1 to ∞.
6129,Generate me a calculus question on Infinite_Sequences_and_Series,Use the comparison test to determine the convergence or divergence of the series ∑(1/(n^2+n)) from n=1 to ∞.
6130,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite series 1/2 + 1/4 + 1/8 + ...
6131,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the value of x that makes the series 1 + x + x^2 + x^3 + ... converge.
6132,Generate me a calculus question on Infinite_Sequences_and_Series,Evaluate the limit as n approaches infinity of the sequence (n^2)/(2n^2 - 1).
6133,Generate me a calculus question on Infinite_Sequences_and_Series,Find the interval of convergence for the power series (x-1)^n/n.
6134,Generate me a calculus question on Infinite_Sequences_and_Series,Use the Alternating Series Test to prove whether or not the series (-1)^n/n converges.
6135,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the radius of convergence for the Taylor series representation of cos(x).
6136,Generate me a calculus question on Infinite_Sequences_and_Series,Find the derivative of the function defined by the power series 1 + (2x)/(n^2) + (2x^3)/(n^3) + ...
6137,Generate me a calculus question on Infinite_Sequences_and_Series,"Given the Taylor series for e^x, determine the Maclaurin series (i.e. Taylor series centered at x=0) for e^(x^2)."
6138,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the geometric series 3 + 3/2 + 3/4 + 3/8 + ...
6139,Generate me a calculus question on Infinite_Sequences_and_Series,Use the Integral Test to determine the convergence or divergence of the series n/(4^n).
6140,Generate me a calculus question on Infinite_Sequences_and_Series,Find the interval of convergence for the series $\sum_{n=0}^{\infty} (-1)^n\frac{n^2x^n}{2^n}$
6141,Generate me a calculus question on Infinite_Sequences_and_Series,Determine whether the series $\sum_{n=1}^{\infty} \frac{n}{\sqrt{8n^2+4n+5}}$ converges or diverges.
6142,Generate me a calculus question on Infinite_Sequences_and_Series,Find the radius of convergence for the series $\sum_{n=0}^{\infty} \frac{(x+4)^n}{n!}$
6143,Generate me a calculus question on Infinite_Sequences_and_Series,"Using the alternating series test, determine whether the series $\sum_{n=1}^{\infty} \frac{(-1)^n}{n^{\ln n}}$ converges or diverges."
6144,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite series $\sum_{n=0}^{\infty} \frac{e^{-2n}}{3^n}$
6145,Generate me a calculus question on Infinite_Sequences_and_Series,Test the convergence of the series $\sum_{n=1}^{\infty} \frac{n^2}{(n+1)(2^n)}$ using the ratio test.
6146,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite geometric series $\sum_{n=0}^{\infty} \frac{1}{2^n}$
6147,Generate me a calculus question on Infinite_Sequences_and_Series,Determine whether the series $\sum_{n=1}^{\infty} \frac{n!}{(n+2)^n}$ converges or diverges.
6148,Generate me a calculus question on Infinite_Sequences_and_Series,"Using the root test, test the convergence of the series $\sum_{n=0}^{\infty} \frac{(n^2+3)^n}{2^{2n}}$"
6149,Generate me a calculus question on Infinite_Sequences_and_Series,Find the Taylor series for $f(x)=\frac{1}{x^2}$ centered at $x=2$ and determine the interval of convergence.
6150,Generate me a calculus question on Infinite_Sequences_and_Series,What is the sum of the infinite geometric series 1/2 + 1/4 + 1/8 + 1/16 + ...?
6151,Generate me a calculus question on Infinite_Sequences_and_Series,Find the value of x if the value of the series 1 + x + x^2 + x^3 + ... is 5.
6152,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the convergence of the series 1 + 1/2 + 1/4 + 1/8 + ... + 1/2^n.
6153,Generate me a calculus question on Infinite_Sequences_and_Series,Evaluate the sum of the infinite series 2 + 1 + 1/2 + 1/4 + ... + 1/2^n.
6154,Generate me a calculus question on Infinite_Sequences_and_Series,Find the radius of convergence for the power series ∑n=0 to ∞ (2n+1)x^n.
6155,Generate me a calculus question on Infinite_Sequences_and_Series,Calculate the limit of the sequence (n^2 + 1)/(n^2 + 2) as n approaches infinity.
6156,Generate me a calculus question on Infinite_Sequences_and_Series,Determine whether the series ∑n=1 to ∞ (1/2)^n converges or diverges.
6157,Generate me a calculus question on Infinite_Sequences_and_Series,What is the first term in the Taylor series for ln(x) centered at x = 2?
6158,Generate me a calculus question on Infinite_Sequences_and_Series,Find the value of x for which the series 1 + x + x^2 + ... is equal to 3.
6159,Generate me a calculus question on Infinite_Sequences_and_Series,"Show that the sequence 1, -1, 1/2, -1/2, 1/3, -1/3, ... approaches 0 as n approaches infinity."
6160,Generate me a calculus question on Infinite_Sequences_and_Series,"What is the limit of the sequence 1, 1/2, 1/4, 1/8, ... as n approaches infinity?"
6161,Generate me a calculus question on Infinite_Sequences_and_Series,"Find the sum of the infinite geometric series 3, 1, 1/3, 1/9, ..."
6162,Generate me a calculus question on Infinite_Sequences_and_Series,"Determine the convergence or divergence of the sequence 1, 2, 4, 8, 16, ..."
6163,Generate me a calculus question on Infinite_Sequences_and_Series,Calculate the value of the infinite series 1 + 1/2 + 1/4 + 1/8 + ...
6164,Generate me a calculus question on Infinite_Sequences_and_Series,Prove that the sequence 1/n converges to 0 as n approaches infinity.
6165,Generate me a calculus question on Infinite_Sequences_and_Series,Find the radius of convergence for the power series ∑(n + 1)x^n
6166,Generate me a calculus question on Infinite_Sequences_and_Series,Determine whether the series 1 + 1/2 + 1/4 + 1/8 + ... is convergent or divergent.
6167,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite series ∑n^n.
6168,Generate me a calculus question on Infinite_Sequences_and_Series,Prove that the series ∑(n+1)/n converges by the comparison test.
6169,Generate me a calculus question on Infinite_Sequences_and_Series,Find the value of x that makes the infinite series ∑(x/3)^n converge.
6170,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite series: 1/3 + 1/9 + 1/27 + ...
6171,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the convergence or divergence of the series: 1 + 1/2 + 1/4 + 1/8 + ...
6172,Generate me a calculus question on Infinite_Sequences_and_Series,"Find the limit of the sequence: (n^3 + 4n) / (n^3 - 2n), as n approaches infinity"
6173,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the interval of convergence for the power series: Σ (n-1)^n * x^n
6174,Generate me a calculus question on Infinite_Sequences_and_Series,Calculate the nth term of the sequence: (-1)^n * (2^n / n!)
6175,Generate me a calculus question on Infinite_Sequences_and_Series,Use the integral test to determine the convergence or divergence of the series: Σ (ln n) / n^2
6176,Generate me a calculus question on Infinite_Sequences_and_Series,Find the Taylor series representation of the function f(x) = e^x centered at a=2.
6177,Generate me a calculus question on Infinite_Sequences_and_Series,"Determine the radius and interval of convergence for the Laurent series representation: Σ (x^n / n^2), centered at z=0"
6178,Generate me a calculus question on Infinite_Sequences_and_Series,"Find the limit of the sequence: (2^n + 3) / (5^n - 1), as n approaches infinity"
6179,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the series representation for the Maclaurin expansion of the function f(x) = ln(1+x).
6180,Generate me a calculus question on Infinite_Sequences_and_Series,"What is the limit of the sequence 1, 1/2, 1/3, 1/4, ... as n approaches infinity?"
6181,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the radius of convergence for the power series 1 + x + (x^2)/2 + (x^3)/6 + ...
6182,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite geometric series 1 + 1/2 + 1/4 + 1/8 + ...
6183,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the interval of convergence for the Taylor series of ln(1+x).
6184,Generate me a calculus question on Infinite_Sequences_and_Series,Find the value of the Riemann zeta function at s = 2.
6185,Generate me a calculus question on Infinite_Sequences_and_Series,What is the value of the infinite series (1 + 1/2 + 1/3 + 1/4 + ... ) - (1 + 1/3 + 1/5 + 1/7 + ...)?
6186,Generate me a calculus question on Infinite_Sequences_and_Series,Find the limit of the alternating series (-1)^n/n^2 as n approaches infinity.
6187,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the Maclaurin series for sin(x).
6188,Generate me a calculus question on Infinite_Sequences_and_Series,Calculate the integral of (1 + cos^2(x))/sin(x) from 0 to pi.
6189,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite series 2 + 4 + 8 + 16 + ... *(This is a divergent series.)
6190,Generate me a calculus question on Infinite_Sequences_and_Series,Find the first 10 terms of the Taylor series for f(x) = ln(1+x).
6191,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the convergence or divergence of the series Σ(3^n)/(5^n) as n approaches infinity.
6192,Generate me a calculus question on Infinite_Sequences_and_Series,Evaluate the infinite series Σ(n^2)/(2^n) from n=1 to infinity.
6193,Generate me a calculus question on Infinite_Sequences_and_Series,"Using the alternating series test, determine the convergence of Σ((-1)^n)/(√n) as n approaches infinity."
6194,Generate me a calculus question on Infinite_Sequences_and_Series,Find the limit of the sequence (n^3 - 5n)/(2n^3 - 3n+1) as n approaches infinity.
6195,Generate me a calculus question on Infinite_Sequences_and_Series,Prove that Σ(1/n^3) from n=1 to infinity converges to a finite number.
6196,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the radius of convergence and interval of convergence for the Maclaurin series for cos(x).
6197,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the geometric series Σ(2^n)/(3^n) as n approaches infinity.
6198,Generate me a calculus question on Infinite_Sequences_and_Series,"Using the integral test, determine the convergence of the series Σ(1/n^2 + 2/n + 3) as n approaches infinity."
6199,Generate me a calculus question on Infinite_Sequences_and_Series,Solve the recurrence relation a_n = 2a_n-1 - a_n-2 with initial conditions a_0 = 1 and a_1 = 3.
6200,Generate me a calculus question on Infinite_Sequences_and_Series,Find the sum of the infinite series: 3 + 6 + 12 + 24 + ...
6201,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the convergence or divergence of the series: 1/2 + 2/3 + 3/4 + 4/5 + ...
6202,Generate me a calculus question on Infinite_Sequences_and_Series,Find the value of x for which the infinite series converges: x + x^2 + x^3 + x^4 + ...
6203,Generate me a calculus question on Infinite_Sequences_and_Series,Investigate the convergence of the series: (2n + 1) / (3n^2 + 4n + 1)
6204,Generate me a calculus question on Infinite_Sequences_and_Series,Determine the limit of the sequence: (5n + 2)/(n + 3)^2 as n approaches infinity.
6205,Generate me a calculus question on Infinite_Sequences_and_Series,Prove that the series 1/2 + 1/6 + 1/12 + 1/20 + ... converges to a finite value.
6206,Generate me a calculus question on Infinite_Sequences_and_Series,Find the radius and interval of convergence for the power series: 2x^n/n^2
6207,Generate me a calculus question on Infinite_Sequences_and_Series,Find the Maclaurin series representation of ln(1 + x) and determine its radius of convergence.
